"Longitude (x)","Latitude (y)","Station Name","Climate ID","Month","Day","Average Max. Temp. (°C)","Average Min. Temp. (°C)","Frequency of Precip. (%)","Highest Temp. (°C)","Highest Temp.Year","Highest Temp. Period","Highest Temp. Data Quality","Lowest Temp. (°C)","Lowest Temp. Year","Lowest Temp. Period","Lowest Temp. Data Quality","Greatest Precip. (mm)","Greatest Precip. Year","Greatest Precip. Period","Greatest Precip. Data Quality","Greatest Rainfall (mm)","Greatest Rainfall Year","Greatest Rainfall Period","Greatest Rainfall Data Quality","Greatest Snowfall (cm)","Greatest Snowfall Year","Greatest Snowfall Period","Greatest Snowfall Data Quality","Most Snow on the Ground (cm)","Most Snow on the Ground Year","Most Snow on the Ground Period","Most Snow on the Ground Data Quality"
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","1","-1.3","-9.3","49.0","12.0","2011","1939-2013","","-21.1","1968","1939-2013","","30.7","1985","1938-2013","","12.2","1955","1938-2013","","17.8","1948","1938-2013","","18","1969","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","2","-1.4","-9.4","49.0","12.2","2000","1938-2013","","-21.2","1981","1939-2013","","16.4","2005","1938-2013","","16.4","2005","1938-2013","","16.3","1965","1938-2013","","25","1964","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","3","-1.5","-9.5","49.0","13.9","1950","1938-2013","","-26.0","1981","1938-2013","","27.9","1943","1938-2013","","15.0","1951","1938-2013","","27.9","1943","1938-2013","","21","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","4","-1.6","-9.7","49.0","12.0","1993","1938-2013","","-31.3","1981","1938-2013","","17.7","1993","1938-2013","","17.7","1993","1938-2013","","8.9","1941","1938-2013","","20","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","5","-1.6","-9.8","49.0","11.1","2007","1938-2013","","-20.6","1959","1938-2013","","16.5","1940","1938-2013","","12.2","1998","1938-2013","","16.5","1940","1938-2013","","20","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","6","-1.7","-9.9","49.0","13.9","1946","1938-2013","","-26.1","1945","1938-2013","","17.8","1950","1938-2013","","7.1","1962","1938-2013","","17.8","1950","1938-2013","","20","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","7","-1.8","-10.0","49.0","14.9","2008","1938-2013","","-26.1","1940","1938-2013","","21.6","1998","1938-2013","","21.6","1998","1938-2013","","10.4","1966","1938-2013","","23","1969","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","8","-1.9","-10.1","49.0","15.5","2008","1938-2013","","-26.1","1968","1938-2013","","19.2","1978","1938-2013","","15.8","1978","1938-2013","","11.2","2011","1938-2013","","21","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","9","-1.9","-10.2","49.0","11.6","2008","1938-2013","","-27.2","1943","1938-2013","","58.7","1946","1938-2013","","58.7","1946","1938-2013","","12.6","1997","1938-2013","","30","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","10","-2.0","-10.3","49.0","9.4","1950","1938-2013","","-26.7","1945","1938-2013","","18.2","1977","1938-2013","","15.5","1983","1938-2013","","18.7","1977","1938-2013","","31","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","11","-2.0","-10.3","49.0","11.7","1975","1938-2013","","-26.7","1968","1938-2013","","25.0","1980","1938-2013","","25.0","1980","1938-2013","","9.8","1991","1938-2013","","31","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","12","-2.1","-10.4","49.0","14.8","2013","1938-2013","","-26.4","1982","1938-2013","","22.6","1960","1938-2013","","22.6","1960","1938-2013","","12.2","1938","1938-2013","","36","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","13","-2.1","-10.5","49.0","17.6","2005","1938-2013","","-22.5","1999","1938-2013","","29.8","2013","1938-2013","","29.8","2013","1938-2013","","15.0","1976","1938-2013","","48","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","14","-2.2","-10.5","49.0","12.9","1995","1938-2013","","-25.6","1941","1938-2013","","49.8","1968","1938-2013","","29.0","1968","1938-2013","","20.8","1968","1938-2013","","48","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","15","-2.2","-10.6","49.0","10.6","1953","1938-2013","","-28.4","1994","1938-2013","","43.4","1995","1938-2013","","43.4","1995","1938-2013","","11.2","1999","1938-2013","","67","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","16","-2.3","-10.7","49.0","11.1","1949","1938-2013","","-31.0","1994","1938-2013","","13.4","1995","1938-2013","","13.4","1995","1938-2013","","10.9","1938","1938-2013","","67","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","17","-2.3","-10.7","49.0","10.0","2012","1938-2013","","-25.6","1976","1938-2013","","18.6","2006","1938-2013","","18.6","2006","1938-2013","","7.6","1994","1938-2013","","55","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","18","-2.3","-10.7","49.0","12.0","1996","1938-2013","","-30.0","1976","1938-2013","","17.3","1949","1938-2013","","17.3","1949","1938-2013","","9.4","1987","1938-2013","","40","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","19","-2.3","-10.8","49.0","10.3","1996","1938-2013","","-25.0","1994","1938-2013","","19.8","1952","1938-2013","","14.0","1952","1938-2013","","13.0","1987","1938-2013","","38","1976","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","20","-2.4","-10.8","49.0","11.4","2006","1938-2013","","-23.3","1939","1938-2013","","33.6","1995","1938-2013","","33.6","1995","1938-2013","","12.2","1972","1938-2013","","38","1976","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","21","-2.4","-10.9","49.0","9.4","1959","1938-2013","","-25.6","1970","1938-2013","","12.2","2006","1938-2013","","9.6","2006","1938-2013","","8.9","1979","1938-2013","","38","1976","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","22","-2.4","-10.9","49.0","12.2","1957","1938-2013","","-28.3","1976","1938-2013","","24.4","1957","1938-2013","","18.0","1957","1938-2013","","9.6","2005","1938-2013","","38","1976","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","23","-2.4","-10.9","49.0","11.7","1967","1938-2013","","-31.1","1976","1938-2013","","32.5","1966","1938-2013","","14.4","1999","1938-2013","","36.8","1966","1938-2013","","36","1966","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","24","-2.4","-10.9","49.0","7.7","1999","1938-2013","","-27.8","1970","1938-2013","","22.4","1979","1938-2013","","18.2","1979","1938-2013","","9.4","1997","1938-2013","","43","1966","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","25","-2.4","-10.9","49.0","16.7","1950","1938-2013","","-28.3","1945","1938-2013","","15.5","1964","1938-2013","","13.7","1975","1938-2013","","7.8","2005","1938-2013","","43","1966","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","26","-2.4","-10.9","49.0","12.8","1944","1938-2013","","-29.4","1939","1938-2013","","18.4","1978","1938-2013","","16.3","1974","1938-2013","","17.6","2004","1938-2013","","41","1966","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","27","-2.4","-10.9","49.0","11.2","2002","1938-2013","","-22.9","2003","1938-2013","","19.0","1996","1938-2013","","17.2","1996","1938-2013","","14.0","2004","1938-2013","","43","1966","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","28","-2.4","-10.9","49.0","11.2","2002","1938-2013","","-22.8","1984","1938-2013","","15.2","1994","1938-2013","","14.8","1994","1938-2013","","13.4","2009","1938-2013","","46","2004","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","29","-2.4","-10.9","49.0","8.9","1950","1938-2013","","-23.3","1952","1938-2013","","16.0","1947","1938-2013","","15.8","2006","1938-2013","","16.0","1947","1938-2013","","46","2004","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","30","-2.3","-10.9","49.0","14.0","2013","1938-2013","","-26.1","1948","1938-2013","","18.8","1956","1938-2013","","12.6","2001","1938-2013","","18.8","1956","1938-2013","","46","2004","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1","31","-2.3","-10.8","49.0","14.0","1988","1938-2013","","-25.6","1948","1938-2013","","17.6","2002","1938-2013","","5.8","1942","1938-2013","","16.4","2002","1938-2013","","46","2004","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","1","-2.3","-10.8","41.0","10.0","1989","1938-2013","","-23.3","1962","1938-2013","","26.9","1968","1938-2013","","26.9","1968","1938-2013","","16.4","2008","1938-2013","","44","2004","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","2","-2.2","-10.8","41.0","7.2","1968","1938-2013","","-25.0","1961","1938-2013","","17.3","1973","1938-2013","","17.3","1973","1938-2013","","12.8","2011","1938-2013","","41","1966","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","3","-2.2","-10.7","41.0","9.3","1991","1938-2013","","-25.0","1955","1938-2013","","21.3","1972","1938-2013","","18.0","1952","1938-2013","","17.5","1972","1938-2013","","38","1966","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","4","-2.2","-10.7","41.0","11.0","1991","1938-2013","","-24.4","1946","1938-2013","","22.4","2006","1938-2013","","19.4","2006","1938-2013","","11.4","1945","1938-2013","","37","1982","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","5","-2.1","-10.7","41.0","8.9","1962","1938-2013","","-25.6","1948","1938-2013","","25.1","1938","1938-2013","","25.1","1938","1938-2013","","11.6","2011","1938-2013","","37","1982","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","6","-2.0","-10.6","41.0","9.4","1938","1938-2013","","-25.0","1967","1938-2013","","31.4","2008","1938-2013","","5.1","1943","1938-2013","","30.4","2008","1938-2013","","43","1982","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","7","-2.0","-10.5","41.0","7.9","2009","1938-2013","","-23.3","1963","1938-2013","","18.5","1942","1938-2013","","4.1","1965","1938-2013","","18.5","1942","1938-2013","","43","1982","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","8","-1.9","-10.5","41.0","9.0","1990","1938-2013","","-23.3","1963","1938-2013","","40.4","2001","1939-2013","","12.6","2001","1939-2013","","27.2","2001","1938-2013","","41","1982","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","9","-1.8","-10.4","41.0","10.6","1938","1938-2013","","-26.1","1951","1938-2013","","20.2","2001","1939-2013","","20.2","2001","1939-2013","","6.2","2005","1938-2013","","42","1982","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","10","-1.7","-10.3","41.0","10.6","1965","1938-2013","","-27.8","1948","1938-2013","","26.4","1943","1938-2013","","26.4","1943","1938-2013","","10.2","1959","1938-2013","","40","1982","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","11","-1.7","-10.2","41.0","8.9","2009","1938-2013","","-27.2","1979","1938-2013","","25.8","2009","1938-2013","","25.8","2009","1938-2013","","17.3","1944","1938-2013","","39","1982","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","12","-1.6","-10.1","41.0","13.2","1999","1938-2013","","-26.7","1967","1938-2013","","25.4","1985","1938-2013","","16.0","1949","1938-2013","","18.2","1985","1938-2013","","38","1982","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","13","-1.5","-10.1","41.0","11.6","1990","1938-2013","","-23.2","1979","1938-2013","","25.1","1948","1938-2013","","23.4","1948","1938-2013","","12.7","1950","1938-2013","","48","2008","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","14","-1.4","-10.0","41.0","8.0","1984","1938-2013","","-23.3","1943","1938-2013","","21.3","1949","1938-2013","","21.3","1949","1938-2013","","21.1","1957","1938-2013","","48","2008","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","15","-1.2","-9.8","41.0","12.2","1954","1938-2013","","-31.1","1943","1938-2013","","21.2","1990","1938-2013","","16.0","2005","1938-2013","","14.0","1990","1938-2013","","48","2008","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","16","-1.1","-9.7","41.0","7.9","1999","1938-2013","","-23.9","1939","1938-2013","","19.8","1954","1938-2013","","13.0","1942","1938-2013","","19.8","1954","1938-2013","","48","2008","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","17","-1.0","-9.6","41.0","11.3","2011","1938-2013","","-26.8","1979","1938-2013","","27.2","1998","1938-2013","","25.4","1998","1938-2013","","11.2","1941","1938-2013","","45","2008","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","18","-0.9","-9.5","41.0","10.8","2011","1938-2013","","-27.7","1979","1938-2013","","14.2","1976","1938-2013","","14.2","1976","1938-2013","","8.2","2009","1938-2013","","23","1985","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","19","-0.7","-9.4","41.0","12.5","1994","1938-2013","","-28.3","1944","1938-2013","","37.1","1939","1938-2013","","23.9","1939","1938-2013","","13.2","1939","1938-2013","","23","1962","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","20","-0.6","-9.2","41.0","12.4","1994","1938-2013","","-25.6","1950","1938-2013","","12.2","2002","1938-2013","","12.2","2002","1938-2013","","8.9","1952","1938-2013","","23","1962","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","21","-0.5","-9.1","41.0","12.9","1997","1938-2013","","-20.0","1950","1938-2013","","28.4","1976","1938-2013","","24.9","1976","1938-2013","","24.9","1950","1938-2013","","20","1962","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","22","-0.3","-9.0","41.0","11.8","1981","1938-2013","","-20.0","1963","1938-2013","","31.0","1990","1938-2013","","31.0","1990","1938-2013","","11.4","1947","1938-2013","","25","1962","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","23","-0.1","-8.8","41.0","14.9","1984","1938-2013","","-19.4","1972","1938-2013","","22.3","1985","1938-2013","","22.3","1985","1938-2013","","15.7","1959","1938-2013","","24","1993","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","24","0.0","-8.7","41.0","11.7","1961","1938-2013","","-19.4","1993","1938-2013","","31.8","1975","1938-2013","","31.8","1975","1938-2013","","15.5","1962","1938-2013","","30","1962","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","25","0.2","-8.5","41.0","14.5","2002","1938-2013","","-23.9","1950","1938-2013","","55.9","1965","1938-2013","","14.0","2001","1938-2013","","39.9","1965","1938-2013","","30","1962","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","26","0.4","-8.3","41.0","11.1","2000","1938-2013","","-22.8","1940","1938-2013","","16.6","2013","1938-2013","","10.4","1962","1938-2013","","10.6","1979","1938-2013","","36","1965","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","27","0.6","-8.2","41.0","14.8","2000","1938-2013","","-25.6","1950","1938-2013","","21.0","2013","1938-2013","","11.2","1997","1938-2013","","12.4","2013","1938-2013","","30","1965","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","28","0.7","-8.0","41.0","11.1","1954","1938-2013","","-22.8","1938","1938-2013","","25.4","1948","1938-2013","","12.7","2011","1938-2013","","15.2","1948","1938-2013","","30","1965","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","2","29","0.7","-8.0","41.0","10.7","2004","1940-2012","","-23.9","1980","1940-2012","","5.2","2008","1940-2012","","1.2","2012","1940-2012","","4.8","2008","1940-2012","","23","1960","1956-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","1","0.9","-7.8","40.0","13.2","2000","1938-2013","","-20.5","1980","1938-2013","","26.9","1972","1939-2013","","20.6","1954","1939-2013","","9.1","1947","1938-2013","","25","1965","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","2","1.1","-7.6","40.0","15.5","1991","1938-2013","","-23.0","1980","1938-2013","","31.5","1976","1939-2013","","8.4","1991","1939-2013","","11.9","1976","1939-2013","","26","2005","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","3","1.3","-7.4","40.0","16.1","1974","1938-2013","","-24.7","2003","1938-2013","","27.2","1953","1938-2013","","27.2","1953","1938-2013","","13.7","1944","1938-2013","","27","2005","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","4","1.5","-7.2","40.0","13.3","1974","1939-2013","","-28.9","1950","1938-2013","","31.4","1985","1938-2013","","29.5","1974","1938-2013","","24.4","1985","1938-2013","","27","2005","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","5","1.7","-7.1","40.0","18.5","2004","1938-2013","","-25.0","1948","1938-2013","","21.6","2011","1938-2013","","18.4","2011","1938-2013","","14.4","2001","1938-2013","","26","2005","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","6","1.9","-6.9","40.0","18.9","2009","1938-2013","","-27.8","1948","1938-2013","","29.5","1956","1938-2013","","29.5","1956","1938-2013","","16.5","1943","1938-2013","","23","2005","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","7","2.1","-6.7","40.0","16.7","1987","1938-2013","","-20.8","1984","1938-2013","","23.6","1995","1938-2013","","23.6","1995","1938-2013","","16.0","1956","1938-2013","","28","1972","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","8","2.3","-6.5","40.0","21.8","2000","1938-2013","","-23.2","1984","1938-2013","","28.7","1961","1938-2013","","21.1","1942","1938-2013","","17.8","1980","1938-2013","","20","1999","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","9","2.5","-6.3","40.0","21.4","2000","1938-2013","","-25.6","1943","1938-2013","","16.8","2006","1938-2013","","16.8","2006","1938-2013","","10.4","1942","1938-2013","","30","2008","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","10","2.8","-6.1","40.0","15.5","1977","1938-2013","","-16.7","2003","1938-2013","","30.5","1964","1938-2013","","24.6","1952","1938-2013","","32.3","1964","1938-2013","","28","2008","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","11","3.0","-6.0","40.0","17.7","2012","1938-2013","","-18.6","1984","1938-2013","","21.3","1973","1938-2013","","21.3","1973","1938-2013","","8.1","1941","1938-2013","","26","2008","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","12","3.2","-5.8","40.0","16.3","2006","1938-2013","","-21.7","1948","1938-2013","","21.6","2010","1938-2013","","21.6","2010","1938-2013","","26.4","1968","1938-2013","","25","2008","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","13","3.4","-5.6","40.0","21.4","1990","1938-2013","","-18.3","1948","1938-2013","","21.6","1961","1938-2013","","21.4","2006","1938-2013","","8.6","1963","1938-2013","","28","1968","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","14","3.6","-5.4","40.0","20.1","1995","1938-2013","","-17.4","1993","1938-2013","","23.6","1997","1938-2013","","20.6","1973","1938-2013","","16.5","1951","1938-2013","","25","1968","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","15","3.8","-5.2","40.0","20.9","1995","1938-2013","","-16.5","1993","1938-2013","","18.5","1953","1938-2013","","18.5","1953","1938-2013","","3.0","1967","1938-2013","","23","1972","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","16","4.1","-5.0","40.0","19.3","2012","1938-2013","","-17.2","1950","1938-2013","","41.7","1942","1938-2013","","41.7","1942","1938-2013","","14.2","1960","1938-2013","","18","1972","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","17","4.3","-4.8","40.0","19.4","1945","1938-2013","","-19.4","1950","1938-2013","","39.6","1973","1938-2013","","31.8","1973","1938-2013","","16.3","1950","1938-2013","","18","1960","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","18","4.5","-4.6","40.0","19.9","2012","1938-2013","","-22.8","1967","1938-2013","","18.8","1983","1938-2013","","18.8","1983","1938-2013","","6.4","1977","1938-2013","","18","1960","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","19","4.7","-4.4","40.0","22.8","2012","1938-2013","","-20.0","1939","1938-2013","","19.3","1948","1939-2013","","19.3","1948","1939-2013","","10.4","1971","1938-2013","","15","1960","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","20","5.0","-4.2","40.0","21.9","2012","1938-2013","","-20.0","1949","1938-2013","","14.2","1996","1939-2013","","12.2","1945","1939-2013","","11.4","1996","1938-2013","","10","1972","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","21","5.2","-4.1","40.0","23.3","2012","1938-2013","","-16.1","1939","1938-2013","","30.8","1980","1938-2013","","29.8","1980","1938-2013","","15.2","1998","1938-2013","","11","1989","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","22","5.4","-3.9","40.0","26.0","2012","1938-2013","","-16.7","1939","1938-2013","","14.5","1949","1938-2013","","14.5","1949","1938-2013","","4.8","1984","1938-2013","","17","1998","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","23","5.6","-3.7","40.0","19.0","1988","1938-2013","","-18.9","1940","1938-2013","","13.2","1951","1938-2013","","13.2","1951","1938-2013","","12.6","2011","1938-2013","","15","1998","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","24","5.9","-3.5","40.0","18.3","1963","1938-2013","","-17.8","1940","1938-2013","","14.7","1947","1938-2013","","14.7","1947","1938-2013","","2.4","1985","1938-2013","","12","1998","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","25","6.1","-3.3","40.0","20.9","2000","1938-2013","","-15.8","1983","1938-2013","","21.6","1954","1938-2013","","21.6","1954","1938-2013","","10.7","1955","1938-2013","","10","1972","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","26","6.4","-3.1","40.0","20.3","2007","1938-2013","","-15.6","1960","1938-2013","","13.5","1955","1938-2013","","12.4","1950","1938-2013","","13.5","1955","1938-2013","","10","1955","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","27","6.6","-2.9","40.0","22.6","1998","1938-2013","","-11.4","1982","1938-2013","","40.8","1991","1938-2013","","40.8","1991","1938-2013","","4.3","1940","1938-2013","","23","1955","1955-2013",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","3","28","6.8","-2.7","40.0","25.6","1945","1938-2013","","-11.0","1982","1938-2013","","12.1","1985","1938-2013","","12.1","1985","1938-2013","","3.3","1956","1938-2013","","23","1955","1955-2013",""
